Id,y
50100.0,1.8382284578990398
50101.0,2.349531204649224
50102.0,1.7578031026936105
50103.0,2.161661509749359
50104.0,1.3833326754198838
50105.0,1.4405433772520695
50106.0,1.8680669685626807
50107.0,2.461794777874714
50108.0,1.8162819050707744
50109.0,1.9889829755719612
50110.0,1.642849322917208
50111.0,1.6477527552346358
50112.0,1.7150851239284481
50113.0,1.7167248593568523
50114.0,1.3727124509659894
50115.0,2.14667262391164
50116.0,1.319631862193985
50117.0,1.591577844337546
50118.0,2.0121594232386024
50119.0,1.9545413436431358
50120.0,2.142233630095984
50121.0,2.2495368130206055
50122.0,1.353294432237122
50123.0,2.0380029212769313
50124.0,1.7141688041716392
50125.0,1.987576517246643
50126.0,1.2944591831580337
50127.0,1.837807499429608
50128.0,1.269079626488372
50129.0,1.7516753643576302
50130.0,2.046088921212506
50131.0,2.0441381597423156
50132.0,1.7714253756757419
50133.0,1.604433529084274
50134.0,1.7876420581204326
50135.0,2.136276033683372
50136.0,1.5394717015239385
50137.0,1.8140618598519527
50138.0,1.6617811687556965
50139.0,1.9692404242280994
50140.0,2.2179464206614603
50141.0,2.3435951145069343
50142.0,1.7158885580734304
50143.0,1.8384897569015621
50144.0,1.8262387197809566
50145.0,2.3271223133205954
50146.0,1.6499524368548883
50147.0,2.2648374522661987
50148.0,2.112783957597977
50149.0,1.9329795731241244
50150.0,1.395258376460828
50151.0,1.4269409223171636
50152.0,1.8257291345660513
50153.0,2.0573261254026294
50154.0,1.8626484109165835
50155.0,2.3274189636327196
50156.0,1.8571889034520002
50157.0,1.469023146250811
50158.0,2.2269890009664373
50159.0,1.4467086934283393
50160.0,1.6662510346306976
50161.0,2.313288983179041
50162.0,1.9535131605665594
50163.0,2.045147853235373
50164.0,1.7117510787014842
50165.0,1.563938719476134
50166.0,1.3734271584825837
50167.0,1.7983297090874653
50168.0,1.593886400473269
50169.0,1.3241854493605725
50170.0,1.9515745140193899
50171.0,2.1167055709378126
50172.0,1.5737944637573673
50173.0,1.8279851776409692
50174.0,2.133919681903996
50175.0,1.5007948571645509
50176.0,2.1381648494414636
50177.0,2.1873713760805185
50178.0,2.2944877450428085
50179.0,1.893722389440791
50180.0,2.0888314173093314
50181.0,1.7750378551704347
50182.0,1.9837259834317045
