Id,y
50100.0,1.8612625750525156
50101.0,2.282452752435354
50102.0,1.6165266731048602
50103.0,2.1744328901187235
50104.0,1.2329301440233011
50105.0,1.4757472982497393
50106.0,1.9115530560756524
50107.0,2.458111513358528
50108.0,1.9814152891556123
50109.0,1.761413767657884
50110.0,1.6486400000665402
50111.0,1.7284991499701627
50112.0,1.6415442177873047
50113.0,1.6743302445994483
50114.0,1.3611539933024719
50115.0,2.0737757072867313
50116.0,1.2598903262586634
50117.0,1.6272119111773207
50118.0,1.8798922015610862
50119.0,1.9661565457530499
50120.0,2.169746474106397
50121.0,2.339775450801289
50122.0,1.1816003522157832
50123.0,1.9874284288729243
50124.0,1.6817455064935416
50125.0,2.029311965982504
50126.0,1.3907692828885208
50127.0,1.9124662400848893
50128.0,1.1450243180166757
50129.0,1.8758415216644604
50130.0,2.0565476199495887
50131.0,2.103021250031625
50132.0,1.7753388005374244
50133.0,1.61038276489569
50134.0,1.8994922397442677
50135.0,2.17731202801381
50136.0,1.4750166228315338
50137.0,1.8629624476866915
50138.0,1.5758235645728016
50139.0,2.0386422138066616
50140.0,2.3505551781995093
50141.0,2.4980524196740577
50142.0,1.7533521366511593
50143.0,1.67643293234635
50144.0,1.8026495379674052
50145.0,2.368947154184181
50146.0,1.6584489874972932
50147.0,2.3650074920913458
50148.0,2.01662000686513
50149.0,1.9125970939316095
50150.0,1.307486507994537
50151.0,1.2500506594881382
50152.0,1.8588194681194417
50153.0,2.0714844622451967
50154.0,1.9623719195298548
50155.0,2.333970276367086
50156.0,1.797811995615268
50157.0,1.4233390919081579
50158.0,2.3258618842955743
50159.0,1.27159509034793
50160.0,1.5274664004100449
50161.0,2.419165809852521
50162.0,2.0339326829819426
50163.0,2.0460038340782183
50164.0,1.5735166552130448
50165.0,1.4246017130923387
50166.0,1.2637299521689473
50167.0,1.817423671946362
50168.0,1.7043010041274065
50169.0,1.1579090312492262
50170.0,1.951352175442711
50171.0,2.1814465386451154
50172.0,1.5075927563229705
50173.0,1.8251802907539068
50174.0,2.1561187320469317
50175.0,1.4249969511365599
50176.0,2.044485135297299
50177.0,2.0670562867281412
50178.0,2.206891172262628
50179.0,1.917036485805177
50180.0,2.15873534964283
50181.0,1.6898134384967867
50182.0,1.986150235359914
50183.0,1.4128396519569968
50184.0,2.236165299717148
50185.0,2.052578353873394
50186.0,1.9638708648746397
50187.0,2.546071334018178
50188.0,2.031043172738357
50189.0,2.0701311883377183
50190.0,2.514358654486662
50191.0,2.030113080448246
50192.0,2.147959819548867
50193.0,2.3950520095486842
50194.0,1.802792837443658
50195.0,1.8117282745025913
50196.0,2.077090837843736
50197.0,1.7361930159496697
50198.0,2.3456816400605067
50199.0,2.174815739666812
50200.0,1.778788246259305
50201.0,2.6964747699149507
50202.0,1.6235589380459317
50203.0,1.9177718288918215
50204.0,1.603172020524297
50205.0,1.430701539631976
50206.0,2.0073834819937058
50207.0,2.1619402276666206
50208.0,1.8617012399726673
50209.0,1.5019398841229077
50210.0,1.799574013223946
50211.0,1.4782218082758665
50212.0,2.080719786725421
50213.0,2.6541878257042684
50214.0,1.9408867100412521
50215.0,1.3659516247562233
50216.0,1.5314084226518294
50217.0,1.583394806272552
50218.0,1.8550791288066955
50219.0,1.8445210102665455
50220.0,2.3657531089162274
50221.0,2.080860172199879
50222.0,2.2983624465389547
50223.0,2.089685537943722
50224.0,1.7612548195810116
50225.0,2.145349847033842
50226.0,1.6940355467283235
50227.0,2.296178090547125
50228.0,1.6945361975616786
50229.0,1.9896084370690699
50230.0,1.745946883647423
50231.0,2.079934854033913
50232.0,2.430526520739539
50233.0,2.572889409880342
50234.0,1.702758834154796
50235.0,1.627947947526062
50236.0,1.7729579438965823
50237.0,1.5661304142959613
50238.0,1.9583364965793975
50239.0,1.9615891801799208
50240.0,2.052089938669932
50241.0,1.418390247666378
50242.0,2.09871426493676
50243.0,1.6566868555358005
50244.0,1.3910861879983303
50245.0,1.9354408876297453
50246.0,2.1236015090691143
50247.0,1.5564525370920623
50248.0,2.7369439068707644
50249.0,2.104030491653407
50250.0,2.51065582389189
50251.0,1.5859719202731994
50252.0,2.4311411215407226
50253.0,1.9846491621351143
50254.0,1.431097869561703
50255.0,1.7870605922964176
50256.0,2.225258148644234
50257.0,1.6757474212956502
50258.0,1.9872305908787826
50259.0,2.2083129209022907
50260.0,1.1528639120907298
50261.0,2.1356159358712574
50262.0,1.8843004441021736
50263.0,2.2810585513667823
50264.0,1.2521186003838471
50265.0,1.5937391903902187
50266.0,1.7558211187489103
50267.0,2.2194543545009386
50268.0,2.0911831108124046
50269.0,1.4871865859261328
50270.0,2.3758156776278403
50271.0,2.0243715115354624
50272.0,1.9559868911230267
50273.0,2.1764201862535786
50274.0,2.167321902384597
50275.0,1.3824332018140206
50276.0,2.435878707007319
50277.0,1.9102265229411064
50278.0,1.592188854569839
50279.0,1.83458838673593
50280.0,1.9657883790131925
50281.0,1.4895902825074705
50282.0,2.4487533446119167
50283.0,2.073248046889198
50284.0,1.710095643685482
50285.0,1.5766158605818166
50286.0,2.0948671381975954
50287.0,2.7888927799276897
50288.0,2.2732163009020407
50289.0,1.6717242661782346
50290.0,1.8876855771303493
50291.0,2.733743060472156
50292.0,1.64761547950804
50293.0,2.446490871578164
50294.0,1.411380303028302
50295.0,2.0428819308397665
50296.0,2.711425151826334
50297.0,1.5680383633018502
50298.0,1.9885118502156767
50299.0,2.398498852970893
50300.0,1.4776007796153299
50301.0,1.8360119561470627
50302.0,2.1934488111464874
50303.0,1.9955820229817876
50304.0,1.64011741905109
50305.0,1.159007806491709
50306.0,1.2940463547746972
50307.0,1.5830891384344032
50308.0,1.8944097168462104
50309.0,1.1754074631514775
50310.0,1.9536675305753284
50311.0,1.8637336101333444
50312.0,2.201887900513377
50313.0,2.162675672681666
50314.0,1.8767497086764764
50315.0,1.921508319281334
50316.0,1.4082428745828452
50317.0,1.4398454678058723
50318.0,2.6494544569705685
50319.0,1.8166848605657329
50320.0,2.2912734070264675
50321.0,2.1731419379793477
50322.0,2.0735179785073483
50323.0,1.536652685831293
50324.0,2.0506192192316206
50325.0,1.9250717027155542
50326.0,1.6923221461000864
50327.0,1.7072219879262944
50328.0,1.9519813927680454
50329.0,1.8693722891331286
50330.0,1.7789468033014937
50331.0,2.3563362459239827
50332.0,1.6613442550094584
50333.0,1.9065154166743752
50334.0,1.8985797665900468
50335.0,1.4845874098996064
50336.0,1.7766184545959902
50337.0,1.3851923477304315
50338.0,1.9673824835462785
50339.0,1.8853558868743778
50340.0,1.7371445186443188
50341.0,1.839571216715534
50342.0,1.8708809598305756
50343.0,1.3837002935027993
50344.0,1.6482413544621388
50345.0,2.0495426214578045
50346.0,1.2348346470821516
50347.0,2.240422333570349
50348.0,2.4280762869318306
50349.0,1.2101326703698763
50350.0,2.0769394913562063
50351.0,1.6460148321948966
50352.0,1.8786379799786102
50353.0,1.5359517606439304
50354.0,1.541904145721763
50355.0,1.53128736245879
50356.0,1.880438798316603
50357.0,1.9514042841311088
50358.0,2.2273940112540607
50359.0,1.7467144925335982
